trip_id,pickup_ts,dropoff_ts,vendor_id,passenger_count,trip_distance,fare_amount,tip_amount,total_amount,pickup_borough,dropoff_borough,payment_type,load_ts
T00000803,2024-05-25 10:54:00,2024-05-25 11:44:00,V001,1,3.51,26.10,5.31,31.62,Brooklyn,Brooklyn,Card,2024-05-26 19:31:00
T00000804,2024-03-22 17:34:00,2024-03-22 18:31:00,V001,3,2.15,26.28,5.60,34.07,Brooklyn,Manhattan,Card,2024-03-25 02:37:00
T00000805,2024-03-17 15:28:00,2024-03-17 16:36:00,V004,2,5.32,37.13,0.04,37.50,Manhattan,Brooklyn,Cash,2024-03-20 09:05:00
T00000806,2024-05-15 05:34:00,2024-05-15 05:50:00,V001,1,3.41,16.75,4.53,23.81,Bronx,Brooklyn,Card,2024-05-17 13:05:00
T00000807,2024-05-06 20:55:00,2024-05-06 22:10:00,V001,1,2.74,32.26,3.35,37.60,Manhattan,Bronx,Card,2024-05-09 11:47:00
T00000808,2024-06-14 18:47:00,2024-06-14 19:43:00,V002,2,3.44,28.74,1.46,31.82,Queens,Brooklyn,Cash,2024-06-15 16:50:00
T00000809,2024-06-12 00:55:00,2024-06-12 00:59:00,V002,1,5.53,15.71,3.29,21.60,Manhattan,Manhattan,Card,2024-06-13 23:53:00
T00000810,2024-01-09 18:58:00,2024-01-09 20:08:00,V004,2,2.65,30.00,7.77,39.79,Staten Island,Manhattan,Card,2024-01-12 19:20:00
T00000811,2024-02-20 15:43:00,2024-02-20 16:27:00,V001,1,1.33,19.69,0.40,22.61,Staten Island,Queens,Cash,2024-02-22 00:24:00
T00000812,2024-05-01 07:41:00,2024-05-01 08:20:00,V001,1,9.69,34.41,2.31,38.20,Queens,Manhattan,Cash,2024-05-01 12:11:00
T00000813,2024-03-08 06:32:00,2024-03-08 07:02:00,V001,4,3.37,18.56,5.23,25.76,Bronx,Manhattan,Card,2024-03-10 18:23:00
T00000814,2024-03-30 19:03:00,2024-03-30 19:40:00,V001,1,2.36,21.20,1.10,22.91,Manhattan,Manhattan,Cash,2024-04-01 17:47:00
T00000815,2024-02-20 06:20:00,2024-02-20 07:22:00,V002,2,7.79,38.64,1.17,42.37,Queens,Brooklyn,Cash,2024-02-20 12:33:00
T00000816,2024-06-21 19:02:00,2024-06-21 19:07:00,V001,2,1.84,8.42,1.59,10.37,Queens,Manhattan,Card,2024-06-24 17:56:00
T00000817,2024-06-05 00:58:00,2024-06-05 01:29:00,V001,1,4.49,21.38,2.95,25.38,Brooklyn,Queens,Card,2024-06-07 19:55:00
T00000818,2024-04-06 13:37:00,2024-04-06 14:04:00,V004,3,11.38,35.51,7.51,44.51,Manhattan,Manhattan,Card,2024-04-08 05:37:00
T00000819,2024-03-17 09:14:00,2024-03-17 10:15:00,V001,2,1.32,24.75,5.77,32.46,Queens,Brooklyn,Card,2024-03-20 05:22:00
T00000820,2024-04-19 10:03:00,2024-04-19 10:59:00,V003,1,2.30,26.80,5.46,33.15,Queens,Brooklyn,Card,2024-04-21 23:39:00
T00000821,2024-03-18 09:43:00,2024-03-18 10:38:00,V001,1,3.84,29.07,5.19,34.87,Bronx,Brooklyn,Card,2024-03-19 02:01:00
T00000822,2024-06-21 13:20:00,2024-06-21 14:06:00,V001,2,3.03,23.58,5.86,29.61,Manhattan,Manhattan,Card,2024-06-22 17:31:00
T00000823,2024-06-28 08:28:00,2024-06-28 08:52:00,V003,1,6.57,23.46,4.01,28.99,Manhattan,Manhattan,Card,2024-06-28 11:56:00
T00000824,2024-05-17 11:10:00,2024-05-17 12:21:00,V001,1,3.83,33.17,8.29,42.14,Manhattan,Manhattan,Card,2024-05-19 16:16:00
T00000825,2024-04-29 06:56:00,2024-04-29 07:51:00,V001,2,2.31,24.17,1.29,26.60,Manhattan,Bronx,Cash,2024-04-30 04:54:00
T00000826,2024-01-18 09:29:00,2024-01-18 10:23:00,V001,2,2.58,25.74,3.61,29.91,Manhattan,Queens,Card,2024-01-21 03:04:00
T00000827,2024-03-09 13:18:00,2024-03-09 13:59:00,V002,1,3.22,22.24,4.26,27.55,Staten Island,Queens,Card,2024-03-11 17:12:00
T00000828,2024-05-18 20:17:00,2024-05-18 21:30:00,V003,2,4.70,37.04,6.85,44.19,Manhattan,Manhattan,Card,2024-05-19 09:15:00
T00000829,2024-01-18 08:45:00,2024-01-18 10:00:00,V001,3,3.87,34.05,6.27,42.31,Brooklyn,Manhattan,Card,2024-01-21 05:42:00
T00000830,2024-02-15 21:06:00,2024-02-15 22:02:00,V001,1,1.55,24.37,1.98,28.25,Queens,Queens,Card,2024-02-18 18:36:00
T00000831,2024-02-26 23:35:00,2024-02-27 00:09:00,V001,2,4.09,23.95,2.47,28.34,Brooklyn,Queens,Card,2024-02-27 22:36:00
T00000832,2024-04-04 15:38:00,2024-04-04 15:57:00,V001,1,3.36,17.05,4.17,22.72,Brooklyn,Manhattan,Card,2024-04-07 03:44:00
T00000833,2024-02-23 13:28:00,2024-02-23 14:06:00,V002,2,2.98,20.34,2.54,24.57,Queens,Brooklyn,Card,2024-02-25 00:44:00
T00000834,2024-03-26 22:40:00,2024-03-26 23:43:00,V001,1,7.12,39.40,9.35,50.05,Manhattan,Manhattan,Card,2024-03-29 16:17:00
T00000835,2024-01-13 04:56:00,2024-01-13 05:00:00,V001,1,6.17,16.73,3.06,20.22,Brooklyn,Brooklyn,Card,2024-01-14 12:11:00
T00000836,2024-03-03 19:08:00,2024-03-03 19:13:00,V004,1,9.04,23.84,5.18,30.13,Manhattan,Brooklyn,Card,2024-03-04 23:12:00
T00000837,2024-01-15 02:29:00,2024-01-15 02:52:00,V001,1,1.73,12.87,2.86,16.78,Brooklyn,Bronx,Card,2024-01-16 17:03:00
T00000838,2024-06-24 23:23:00,2024-06-25 00:27:00,V001,1,2.07,29.12,3.25,33.68,Manhattan,Manhattan,Card,2024-06-25 07:54:00
T00000839,2024-01-25 22:27:00,2024-01-25 23:36:00,V003,1,3.72,33.67,5.61,41.41,Queens,Brooklyn,Card,2024-01-28 23:12:00
T00000840,2024-02-27 16:52:00,2024-02-27 18:03:00,V001,2,1.95,30.22,3.37,34.79,Brooklyn,Queens,Card,2024-02-29 04:35:00
T00000841,2024-05-04 18:25:00,2024-05-04 18:44:00,V002,1,2.82,14.60,3.32,19.92,Manhattan,Brooklyn,Card,2024-05-05 21:08:00
T00000842,2024-03-10 14:58:00,2024-03-10 15:49:00,V001,2,0.34,20.11,2.98,23.35,Brooklyn,Manhattan,Card,2024-03-10 17:55:00
T00000843,2024-04-20 11:02:00,2024-04-20 11:40:00,V001,1,3.78,23.68,5.15,31.50,Queens,Bronx,Card,2024-04-23 04:16:00
T00000844,2024-04-20 14:24:00,2024-04-20 15:26:00,V002,2,11.37,47.64,4.11,54.21,Manhattan,Queens,Card,2024-04-21 09:44:00
T00000845,2024-01-16 01:51:00,2024-01-16 02:48:00,V003,1,3.50,28.03,0.54,30.91,Queens,Queens,Cash,2024-01-18 00:33:00
T00000846,2024-06-01 10:06:00,2024-06-01 10:50:00,V004,1,2.94,23.75,5.39,29.31,Manhattan,Queens,Card,2024-06-02 07:18:00
T00000847,2024-05-12 16:51:00,2024-05-12 17:29:00,V001,1,2.34,20.09,4.91,27.30,Manhattan,Manhattan,Card,2024-05-14 17:41:00
T00000848,2024-01-22 10:18:00,2024-01-22 11:05:00,V002,3,1.10,19.11,0.24,19.59,Manhattan,Queens,Cash,2024-01-22 14:09:00
T00000849,2024-05-19 13:51:00,2024-05-19 14:16:00,V003,1,3.00,17.97,4.75,24.49,Bronx,Manhattan,Card,2024-05-20 08:43:00
T00000850,2024-02-26 12:32:00,2024-02-26 12:42:00,V002,1,2.37,10.92,0.21,11.68,Staten Island,Manhattan,Cash,2024-02-29 01:03:00
T00000851,2024-02-18 03:48:00,2024-02-18 04:03:00,V002,2,2.82,13.57,3.57,17.24,Bronx,Brooklyn,Card,2024-02-19 09:08:00
T00000852,2024-05-07 19:54:00,2024-05-07 20:53:00,V001,3,6.26,36.02,0.23,38.38,Manhattan,Brooklyn,Cash,2024-05-08 01:30:00
T00000853,2024-06-16 19:55:00,2024-06-16 20:13:00,V002,2,3.75,16.10,3.62,22.20,Manhattan,Manhattan,Card,2024-06-18 21:32:00
T00000854,2024-06-07 06:09:00,2024-06-07 06:14:00,V001,2,2.74,9.42,1.09,12.01,Queens,Brooklyn,Card,2024-06-09 20:53:00
T00000855,2024-04-18 01:22:00,2024-04-18 02:21:00,V003,2,2.14,26.68,4.49,31.28,Bronx,Manhattan,Card,2024-04-20 23:54:00
T00000856,2024-01-20 15:13:00,2024-01-20 16:10:00,V002,1,4.69,30.08,4.40,36.12,Queens,Brooklyn,Card,2024-01-21 11:33:00
T00000857,2024-01-24 15:30:00,2024-01-24 16:16:00,V003,1,1.13,19.02,3.18,23.47,Queens,Manhattan,Card,2024-01-25 16:05:00
T00000858,2024-02-24 20:19:00,2024-02-24 21:02:00,V001,1,1.89,19.96,5.31,26.30,Brooklyn,Brooklyn,Card,2024-02-27 13:38:00
T00000859,2024-04-10 02:14:00,2024-04-10 03:08:00,V003,4,5.79,33.06,0.22,33.63,Queens,Manhattan,Cash,2024-04-12 00:07:00
T00000860,2024-06-12 11:30:00,2024-06-12 12:10:00,V003,2,3.36,21.57,5.24,28.42,Manhattan,Queens,Card,2024-06-13 20:36:00
T00000861,2024-03-08 04:45:00,2024-03-08 05:35:00,V001,3,5.05,30.85,3.41,34.78,Manhattan,Brooklyn,Card,2024-03-10 04:16:00
T00000862,2024-03-10 22:00:00,2024-03-10 22:27:00,V002,1,3.08,16.71,0.49,17.65,Queens,Bronx,Cash,2024-03-13 14:15:00
T00000863,2024-05-26 18:28:00,2024-05-26 18:42:00,V001,2,5.62,20.20,2.19,23.78,Queens,Manhattan,Card,2024-05-29 01:52:00
T00000864,2024-03-17 21:44:00,2024-03-17 21:54:00,V001,1,5.34,18.32,2.97,22.59,Manhattan,Brooklyn,Card,2024-03-20 00:02:00
T00000865,2024-01-21 07:54:00,2024-01-21 08:20:00,V004,2,3.06,16.70,4.77,23.09,Manhattan,Queens,Card,2024-01-23 22:47:00
T00000866,2024-03-20 04:03:00,2024-03-20 04:13:00,V002,1,0.80,7.49,1.71,11.31,Manhattan,Manhattan,Card,2024-03-21 20:35:00
T00000867,2024-03-05 23:15:00,2024-03-06 00:12:00,V001,1,5.36,32.07,7.78,40.53,Manhattan,Manhattan,Card,2024-03-06 20:16:00
T00000868,2024-04-25 05:16:00,2024-04-25 06:23:00,V002,1,2.15,29.96,1.10,32.32,Manhattan,Brooklyn,Cash,2024-04-26 02:45:00
T00000869,2024-04-20 22:18:00,2024-04-20 22:34:00,V002,6,1.04,11.05,0.94,14.60,Manhattan,Queens,Card,2024-04-21 09:43:00
T00000870,2024-06-01 08:16:00,2024-06-01 09:15:00,V004,3,4.62,31.93,8.13,41.97,Manhattan,Brooklyn,Card,2024-06-02 14:57:00
T00000871,2024-05-18 11:37:00,2024-05-18 12:36:00,V001,2,1.78,24.26,2.91,27.95,Manhattan,Manhattan,Card,2024-05-20 21:30:00
T00000872,2024-04-29 15:24:00,2024-04-29 15:44:00,V001,2,8.13,25.26,5.96,31.83,Queens,Queens,Card,2024-05-02 06:57:00
T00000873,2024-04-17 00:38:00,2024-04-17 01:35:00,V002,1,3.10,26.29,4.11,31.62,Brooklyn,Queens,Card,2024-04-18 06:40:00
T00000874,2024-04-06 21:23:00,2024-04-06 21:48:00,V003,1,0.63,13.73,2.79,17.47,Manhattan,Staten Island,Card,2024-04-09 00:32:00
T00000875,2024-02-25 08:20:00,2024-02-25 09:01:00,V003,2,3.69,24.12,4.93,30.19,Queens,Queens,Card,2024-02-27 00:06:00
T00000876,2024-04-11 07:07:00,2024-04-11 08:13:00,V004,1,4.30,34.50,5.76,40.84,Manhattan,Manhattan,Card,2024-04-12 06:16:00
T00000877,2024-05-19 14:31:00,2024-05-19 15:26:00,V002,1,1.98,24.09,1.06,26.98,Queens,Queens,Cash,2024-05-21 11:09:00
T00000878,2024-04-01 10:36:00,2024-04-01 11:48:00,V002,1,3.21,32.14,0.35,34.89,Brooklyn,Manhattan,Cash,2024-04-03 09:44:00
T00000879,2024-05-18 21:18:00,2024-05-18 22:21:00,V003,2,1.19,25.41,3.09,28.58,Manhattan,Queens,Card,2024-05-21 19:24:00
T00000880,2024-01-15 15:44:00,2024-01-15 16:40:00,V004,1,2.18,25.41,4.10,31.55,Bronx,Queens,Card,2024-01-18 14:48:00
T00000881,2024-06-06 04:25:00,2024-06-06 04:53:00,V004,1,2.96,17.20,1.11,19.20,Manhattan,Bronx,Cash,2024-06-07 09:28:00
T00000882,2024-04-15 03:34:00,2024-04-15 04:37:00,V002,2,3.50,29.54,6.53,38.28,Bronx,Bronx,Card,2024-04-16 02:41:00
T00000883,2024-02-14 13:49:00,2024-02-14 14:52:00,V003,1,7.16,37.92,6.96,45.94,Queens,Staten Island,Card,2024-02-15 07:43:00
T00000884,2024-05-10 07:21:00,2024-05-10 08:33:00,V003,1,8.75,45.09,7.57,55.21,Queens,Brooklyn,Card,2024-05-11 01:49:00
T00000885,2024-01-19 20:44:00,2024-01-19 21:06:00,V003,3,4.72,20.62,4.63,25.64,Manhattan,Brooklyn,Card,2024-01-21 09:32:00
T00000886,2024-01-18 16:20:00,2024-01-18 17:06:00,V002,1,2.15,21.62,5.47,29.01,Brooklyn,Queens,Card,2024-01-19 12:33:00
T00000887,2024-01-27 22:43:00,2024-01-27 23:53:00,V001,1,2.97,31.01,0.34,33.09,Brooklyn,Brooklyn,Cash,2024-01-29 16:28:00
T00000888,2024-01-29 02:45:00,2024-01-29 03:05:00,V001,1,3.07,14.43,2.12,18.16,Manhattan,Queens,Card,2024-02-01 01:58:00
T00000889,2024-03-14 21:09:00,2024-03-14 22:14:00,V002,1,2.79,30.72,4.99,38.09,Brooklyn,Manhattan,Card,2024-03-17 16:22:00
T00000890,2024-02-01 22:16:00,2024-02-01 23:21:00,V004,1,2.56,28.51,1.58,31.88,Brooklyn,Brooklyn,Cash,2024-02-02 01:20:00
T00000891,2024-06-01 21:54:00,2024-06-01 23:05:00,V004,2,2.92,32.23,1.14,34.12,Staten Island,Bronx,Cash,2024-06-02 10:15:00
T00000892,2024-06-25 15:54:00,2024-06-25 16:05:00,V002,2,2.15,10.08,0.61,11.32,Queens,Manhattan,Cash,2024-06-27 04:42:00
T00000893,2024-04-10 11:37:00,2024-04-10 12:16:00,V001,1,0.90,17.63,3.21,22.32,Queens,Brooklyn,Card,2024-04-10 22:34:00
T00000894,2024-02-05 18:11:00,2024-02-05 19:16:00,V001,1,1.85,26.83,5.51,33.94,Bronx,Manhattan,Card,2024-02-08 08:02:00
T00000895,2024-05-21 12:29:00,2024-05-21 12:57:00,V002,2,7.30,26.55,3.71,32.00,Manhattan,Brooklyn,Card,2024-05-23 04:01:00
T00000896,2024-06-22 04:53:00,2024-06-22 05:35:00,V001,2,2.77,22.27,2.33,26.68,Manhattan,Manhattan,Card,2024-06-25 03:29:00
T00000897,2024-03-26 15:40:00,2024-03-26 16:47:00,V001,1,3.41,32.88,7.24,41.60,Manhattan,Queens,Card,2024-03-28 00:45:00
T00000898,2024-02-08 19:33:00,2024-02-08 20:16:00,V002,1,4.23,25.04,5.15,30.62,Manhattan,Queens,Card,2024-02-09 20:03:00
T00000899,2024-06-04 04:00:00,2024-06-04 04:24:00,V002,1,5.59,23.26,6.63,31.19,Bronx,Manhattan,Card,2024-06-05 00:31:00
T00000900,2024-02-25 17:56:00,2024-02-25 18:42:00,V003,3,2.60,23.37,0.01,25.96,Manhattan,Brooklyn,Cash,2024-02-26 14:08:00
T00000901,2024-06-26 11:46:00,2024-06-26 12:48:00,V003,1,6.34,36.80,5.97,43.66,Queens,Brooklyn,Card,2024-06-27 16:21:00
T00000902,2024-05-25 04:13:00,2024-05-25 04:44:00,V002,1,2.33,16.79,1.11,19.53,Staten Island,Staten Island,Cash,2024-05-27 10:19:00
T00000903,2024-05-05 05:02:00,2024-05-05 06:08:00,V001,6,4.78,32.83,6.51,40.54,Manhattan,Brooklyn,Card,2024-05-05 16:34:00
T00000904,2024-02-29 01:57:00,2024-02-29 02:53:00,V003,4,4.82,31.23,4.75,37.48,Queens,Brooklyn,Card,2024-03-01 19:00:00
T00000905,2024-05-05 12:46:00,2024-05-05 12:52:00,V001,3,11.14,29.03,0.73,31.88,Queens,Manhattan,Cash,2024-05-07 09:03:00
T00000906,2024-03-26 06:08:00,2024-03-26 06:41:00,V002,1,5.93,25.28,0.04,25.65,Brooklyn,Brooklyn,Cash,2024-03-29 01:25:00
T00000907,2024-05-25 06:56:00,2024-05-25 07:06:00,V003,1,4.57,17.18,0.39,19.05,Manhattan,Brooklyn,Cash,2024-05-25 16:35:00
T00000908,2024-05-13 16:47:00,2024-05-13 17:00:00,V002,5,7.88,24.60,0.15,27.29,Queens,Staten Island,Cash,2024-05-14 03:18:00
T00000909,2024-05-19 15:34:00,2024-05-19 16:33:00,V003,2,12.26,46.58,5.59,53.75,Brooklyn,Queens,Card,2024-05-22 03:55:00
T00000910,2024-06-10 21:50:00,2024-06-10 21:56:00,V002,1,5.21,14.39,1.63,18.37,Brooklyn,Queens,Card,2024-06-13 12:45:00
T00000911,2024-04-28 23:40:00,2024-04-29 00:09:00,V003,2,2.86,19.39,4.85,24.81,Manhattan,Manhattan,Card,2024-04-29 05:52:00
T00000912,2024-05-21 21:31:00,2024-05-21 21:51:00,V002,5,2.68,14.22,2.09,17.48,Manhattan,Bronx,Card,2024-05-23 03:50:00
T00000913,2024-05-20 14:25:00,2024-05-20 15:14:00,V001,4,10.97,40.84,7.21,48.60,Queens,Queens,Card,2024-05-21 08:35:00
T00000914,2024-01-17 21:40:00,2024-01-17 22:06:00,V002,2,4.10,19.06,0.99,21.04,Staten Island,Brooklyn,Cash,2024-01-19 03:09:00
T00000915,2024-06-28 08:11:00,2024-06-28 08:26:00,V003,1,2.22,12.33,3.17,16.60,Bronx,Brooklyn,Card,2024-06-30 03:05:00
T00000916,2024-06-01 06:52:00,2024-06-01 07:04:00,V002,3,2.51,10.86,1.80,13.96,Staten Island,Manhattan,Card,2024-06-03 03:32:00
T00000917,2024-01-09 06:13:00,2024-01-09 06:35:00,V003,1,0.31,9.61,0.85,12.10,Manhattan,Queens,Card,2024-01-10 22:55:00
T00000918,2024-03-08 15:59:00,2024-03-08 16:56:00,V003,1,1.71,23.79,1.11,25.90,Bronx,Queens,Cash,2024-03-08 21:21:00
T00000919,2024-03-31 13:51:00,2024-03-31 14:21:00,V001,2,2.64,17.64,0.04,20.08,Bronx,Manhattan,Cash,2024-04-02 18:09:00
T00000920,2024-05-18 19:25:00,2024-05-18 20:36:00,V001,1,2.82,31.40,9.20,41.88,Brooklyn,Bronx,Card,2024-05-21 09:03:00
T00000921,2024-01-25 11:13:00,2024-01-25 11:17:00,V001,2,5.63,16.44,3.04,21.54,Bronx,Manhattan,Card,2024-01-26 17:33:00
T00000922,2024-04-03 16:54:00,2024-04-03 17:14:00,V003,1,5.66,21.94,4.72,27.35,Manhattan,Queens,Card,2024-04-05 10:40:00
T00000923,2024-02-29 19:47:00,2024-02-29 20:50:00,V003,2,4.69,33.79,5.84,41.45,Brooklyn,Bronx,Card,2024-03-01 01:50:00
T00000924,2024-05-16 03:46:00,2024-05-16 04:39:00,V002,3,5.34,30.39,2.51,34.22,Bronx,Manhattan,Card,2024-05-18 12:22:00
T00000925,2024-03-23 07:16:00,2024-03-23 07:47:00,V002,1,3.47,20.67,3.19,26.60,Manhattan,Brooklyn,Card,2024-03-26 02:39:00
T00000926,2024-05-20 12:57:00,2024-05-20 14:11:00,V002,1,10.42,47.85,1.43,49.35,Brooklyn,Manhattan,Cash,2024-05-23 04:58:00
T00000927,2024-05-31 02:39:00,2024-05-31 02:57:00,V001,2,1.39,11.54,3.31,17.51,Staten Island,Manhattan,Card,2024-06-03 01:02:00
T00000928,2024-02-05 11:26:00,2024-02-05 11:48:00,V003,1,0.43,10.50,1.19,14.05,Brooklyn,Queens,Card,2024-02-07 13:38:00
T00000929,2024-04-08 04:55:00,2024-04-08 05:28:00,V003,6,1.65,17.57,4.73,22.92,Bronx,Queens,Card,2024-04-10 15:41:00
T00000930,2024-06-05 05:56:00,2024-06-05 06:25:00,V001,5,13.11,40.99,4.51,48.08,Manhattan,Manhattan,Card,2024-06-07 01:17:00
T00000931,2024-02-08 00:03:00,2024-02-08 00:15:00,V001,1,1.50,10.78,0.72,12.17,Queens,Queens,Cash,2024-02-10 05:58:00
T00000932,2024-04-17 15:56:00,2024-04-17 16:24:00,V001,1,2.03,15.14,3.63,20.38,Queens,Manhattan,Card,2024-04-18 12:10:00
T00000933,2024-05-02 09:03:00,2024-05-02 09:42:00,V003,1,1.33,17.08,3.14,22.04,Manhattan,Manhattan,Card,2024-05-05 00:04:00
T00000934,2024-01-28 23:25:00,2024-01-28 23:38:00,V004,3,6.61,22.39,5.92,29.01,Queens,Brooklyn,Card,2024-01-29 22:57:00
T00000935,2024-06-08 12:21:00,2024-06-08 13:27:00,V003,1,1.22,26.99,4.31,33.69,Queens,Bronx,Card,2024-06-11 00:49:00
T00000936,2024-03-17 18:19:00,2024-03-17 18:30:00,V002,3,2.37,10.82,2.07,14.04,Bronx,Staten Island,Card,2024-03-18 06:10:00
T00000937,2024-01-03 08:28:00,2024-01-03 08:44:00,V003,2,4.78,17.96,5.38,25.61,Brooklyn,Queens,Card,2024-01-05 12:22:00
T00000938,2024-04-20 10:23:00,2024-04-20 11:33:00,V004,2,0.73,27.95,2.84,31.05,Staten Island,Manhattan,Card,2024-04-22 21:28:00
T00000939,2024-05-28 10:01:00,2024-05-28 10:55:00,V003,1,5.50,31.71,0.08,32.89,Queens,Queens,Cash,2024-05-30 22:12:00
T00000940,2024-05-01 19:12:00,2024-05-01 19:19:00,V001,1,5.29,15.73,1.36,18.35,Bronx,Brooklyn,Card,2024-05-03 18:37:00
T00000941,2024-03-05 03:33:00,2024-03-05 04:08:00,V001,3,2.66,20.19,0.23,21.96,Bronx,Queens,Cash,2024-03-07 11:15:00
T00000942,2024-05-17 03:18:00,2024-05-17 04:06:00,V003,1,3.96,26.23,6.74,35.63,Manhattan,Manhattan,Card,2024-05-17 16:46:00
T00000943,2024-04-26 09:48:00,2024-04-26 10:43:00,V001,2,1.78,23.63,3.71,29.56,Bronx,Queens,Card,2024-04-27 10:03:00
T00000944,2024-02-28 18:09:00,2024-02-28 18:15:00,V001,2,4.52,14.53,3.39,18.47,Manhattan,Queens,Card,2024-03-02 01:49:00
T00000945,2024-06-04 03:21:00,2024-06-04 03:58:00,V001,1,2.86,20.50,1.06,23.97,Queens,Queens,Cash,2024-06-04 15:31:00
T00000946,2024-02-28 22:51:00,2024-02-28 23:23:00,V002,1,4.40,21.80,5.74,30.24,Manhattan,Manhattan,Card,2024-03-01 05:12:00
T00000947,2024-01-27 11:09:00,2024-01-27 11:14:00,V001,5,3.47,13.38,1.62,16.43,Brooklyn,Brooklyn,Card,2024-01-29 16:25:00
T00000948,2024-05-15 22:47:00,2024-05-15 23:24:00,V003,6,2.97,22.39,3.55,28.57,Manhattan,Bronx,Card,2024-05-17 09:26:00
T00000949,2024-05-24 19:50:00,2024-05-24 21:02:00,V002,1,14.62,57.37,5.91,65.55,Manhattan,Brooklyn,Card,2024-05-26 03:56:00
T00000950,2024-03-25 16:52:00,2024-03-25 17:30:00,V002,1,5.15,25.78,0.31,27.63,Brooklyn,Manhattan,Cash,2024-03-27 17:17:00
T00000951,2024-03-27 18:24:00,2024-03-27 18:46:00,V001,1,2.20,13.24,2.31,17.65,Manhattan,Brooklyn,Card,2024-03-30 08:49:00
T00000952,2024-02-26 09:38:00,2024-02-26 10:50:00,V003,1,2.07,30.41,7.56,40.67,Brooklyn,Bronx,Card,2024-02-26 18:23:00
T00000953,2024-05-09 15:16:00,2024-05-09 16:05:00,V002,3,3.28,24.65,2.29,29.66,Bronx,Manhattan,Other,2024-05-12 11:59:00
T00000954,2024-05-12 15:35:00,2024-05-12 15:54:00,V001,1,3.20,16.36,0.44,18.10,Bronx,Manhattan,Cash,2024-05-14 10:43:00
T00000955,2024-03-05 15:42:00,2024-03-05 16:08:00,V003,4,3.96,19.34,5.74,26.82,Manhattan,Queens,Card,2024-03-08 15:59:00
T00000956,2024-02-16 22:12:00,2024-02-16 22:18:00,V004,1,4.48,13.11,3.89,17.03,Manhattan,Manhattan,Card,2024-02-19 01:48:00
T00000957,2024-06-05 10:35:00,2024-06-05 10:47:00,V004,1,5.17,16.85,4.58,23.94,Brooklyn,Brooklyn,Card,2024-06-07 23:17:00
T00000958,2024-05-08 14:10:00,2024-05-08 14:36:00,V002,3,3.51,20.00,1.11,21.44,Bronx,Bronx,Cash,2024-05-09 05:38:00
T00000959,2024-03-04 13:02:00,2024-03-04 13:29:00,V002,1,1.20,13.13,2.03,16.41,Queens,Bronx,Card,2024-03-07 02:58:00
T00000960,2024-06-20 20:26:00,2024-06-20 20:44:00,V003,1,2.16,14.68,3.74,18.53,Manhattan,Staten Island,Card,2024-06-23 14:39:00
T00000961,2024-05-27 14:54:00,2024-05-27 15:10:00,V003,1,5.60,20.07,3.91,26.06,Queens,Manhattan,Card,2024-05-28 09:59:00
T00000962,2024-03-22 12:55:00,2024-03-22 13:24:00,V001,2,3.21,18.99,2.86,23.18,Brooklyn,Brooklyn,Card,2024-03-24 04:56:00
T00000963,2024-05-20 07:51:00,2024-05-20 08:02:00,V002,1,4.80,16.73,4.06,22.26,Manhattan,Manhattan,Card,2024-05-21 10:04:00
T00000964,2024-03-05 00:53:00,2024-03-05 02:05:00,V001,3,11.30,49.84,8.05,59.81,Bronx,Manhattan,Card,2024-03-06 03:46:00
T00000965,2024-06-11 10:45:00,2024-06-11 11:17:00,V003,1,1.89,17.63,4.99,23.19,Queens,Bronx,Card,2024-06-11 12:15:00
T00000966,2024-06-13 15:21:00,2024-06-13 15:55:00,V003,4,2.70,19.22,5.42,25.75,Manhattan,Queens,Card,2024-06-15 03:30:00
T00000967,2024-06-09 13:16:00,2024-06-09 14:14:00,V003,2,0.33,21.88,0.29,24.31,Manhattan,Manhattan,Cash,2024-06-11 20:33:00
T00000968,2024-01-08 14:37:00,2024-01-08 15:38:00,V001,2,0.98,23.55,0.11,25.14,Manhattan,Queens,Cash,2024-01-10 22:20:00
T00000969,2024-02-21 20:20:00,2024-02-21 21:32:00,V001,3,2.26,30.47,0.43,31.14,Bronx,Manhattan,Cash,2024-02-24 20:37:00
T00000970,2024-01-07 11:57:00,2024-01-07 13:01:00,V002,1,0.69,23.68,2.25,27.13,Brooklyn,Queens,Card,2024-01-10 01:42:00
T00000971,2024-04-18 16:20:00,2024-04-18 16:29:00,V003,2,1.71,10.68,1.75,15.03,Brooklyn,Manhattan,Card,2024-04-19 19:21:00
T00000972,2024-03-02 03:31:00,2024-03-02 04:31:00,V001,1,9.87,42.29,8.47,51.63,Manhattan,Manhattan,Card,2024-03-05 03:34:00
T00000973,2024-04-07 06:16:00,2024-04-07 06:22:00,V002,1,1.50,7.27,1.48,10.99,Queens,Manhattan,Card,2024-04-08 13:21:00
T00000974,2024-05-18 17:59:00,2024-05-18 18:07:00,V002,1,5.52,18.46,2.62,22.77,Brooklyn,Queens,Card,2024-05-21 13:25:00
T00000975,2024-04-21 12:31:00,2024-04-21 13:07:00,V001,6,3.59,21.02,3.35,24.77,Queens,Manhattan,Card,2024-04-23 18:29:00
T00000976,2024-02-16 19:46:00,2024-02-16 20:10:00,V002,1,3.63,18.43,3.11,23.85,Brooklyn,Staten Island,Card,2024-02-19 05:59:00
T00000977,2024-06-09 20:36:00,2024-06-09 21:33:00,V002,2,2.75,25.91,3.48,31.35,Brooklyn,Staten Island,Card,2024-06-11 23:30:00
